4.49706,0.0552455,0.177869,4.05359,0.110256,0.303989,2.19374,45.50620421568553,1
3.674,0.16859,0.402466,3.40308,0.219088,0.463248,1.95622,53.2877637664477,2
3.08699,0.271563,0.546629,2.87197,0.315242,0.596866,1.74461,62.93524049917857,3
2.63722,0.362559,0.644973,2.57698,0.37906,0.667236,1.57404,58.33747489849726,4
2.28078,0.438942,0.716015,2.22572,0.455128,0.72849,1.44167,59.56726806561152,5
2.01229,0.498372,0.763982,1.98763,0.511823,0.766382,1.33948,60.21403091351191,6
1.79317,0.550187,0.80148,1.95593,0.527635,0.780912,1.26198,60.746279100577034,7
1.63575,0.584711,0.826393,1.75511,0.559687,0.806695,1.20557,66.19900730053584,8
1.4877,0.621039,0.84851,1.70643,0.580627,0.824216,1.16671,70.11964848041535,9
1.37213,0.647073,0.866061,1.61123,0.598718,0.833476,1.14294,68.31067545016607,10
1.2794,0.6689,0.878799,1.58764,0.612821,0.831909,1.1305,62.7389244834582,11
1.19236,0.689157,0.891397,1.50674,0.634046,0.84416,1.12976,69.68587063550949,12
1.10922,0.708723,0.901839,1.4774,0.644017,0.850997,1.13771,65.07234955231348,13
1.05174,0.722187,0.910244,1.43179,0.648433,0.859402,1.15274,68.69467990001043,14
0.994446,0.736145,0.917396,1.36258,0.659402,0.867379,1.17438,76.44127151966094,15
0.954436,0.745086,0.922603,1.4368,0.65,0.864672,1.20054,74.70547948280971,16
0.910779,0.755506,0.929698,1.4723,0.641738,0.850997,1.23,72.00937915245692,17
0.873366,0.7658,0.933087,1.41983,0.665385,0.857692,1.26381,73.6658414999644,18
0.83749,0.772536,0.938089,1.37266,0.663248,0.866382,1.29806,75.28515628576278,19
0.805899,0.780991,0.942112,1.3625,0.661539,0.861823,1.33283,75.5914702653885,20
0.78223,0.785887,0.946241,1.35997,0.670655,0.865954,1.37058,78.00918490091959,21
0.745394,0.79759,0.9487,1.37059,0.672792,0.864957,1.40563,79.33326273361841,22
0.724463,0.80081,0.951878,1.37472,0.671652,0.858405,1.4407,75.24556476672491,23
0.703362,0.806172,0.954795,1.39805,0.666667,0.861396,1.47348,78.17721846501033,24
0.681864,0.813063,0.956098,1.38498,0.669231,0.860541,1.5057,83.59041516780853,25
0.667879,0.815712,0.958353,1.35166,0.676923,0.864957,1.53655,72.27814344962438,26
0.651924,0.819186,0.960699,1.38416,0.674644,0.865242,1.56571,70.0050021012624,27
0.651118,0.820884,0.960051,1.36243,0.682194,0.863533,1.59321,70.74145315090816,28
0.628954,0.826252,0.963489,1.32261,0.689316,0.872507,1.62052,72.65576718250911,29
0.613134,0.829486,0.964511,1.41623,0.67208,0.867236,1.64349,73.40999613205592,30
0.604195,0.833354,0.965236,1.36237,0.67792,0.865527,1.6673,68.3439071337382,31
0.607864,0.831234,0.965208,1.38107,0.672365,0.868091,1.69228,72.20589121977488,32
0.589255,0.836391,0.966885,1.37235,0.672222,0.866952,1.71252,75.30837858517965,33
0.580851,0.838336,0.968005,1.43389,0.663818,0.85584,1.72902,67.73853868246078,34
0.572626,0.841147,0.96902,1.42205,0.66339,0.857835,1.7466,72.01044135093689,35
0.566105,0.842063,0.969894,1.34342,0.683048,0.871937,1.7657,72.15360626777013,36
0.558685,0.843536,0.970316,1.46778,0.663248,0.85641,1.78303,78.24826779762904,37
0.558063,0.844924,0.970549,1.36363,0.680769,0.870513,1.79761,76.10089893341065,38
0.557855,0.845677,0.969964,1.3959,0.669943,0.860826,1.81292,83.23399373292924,39
0.547153,0.849003,0.971289,1.32292,0.686182,0.873077,1.8281,76.29311553239822,40
0.533948,0.851666,0.973029,1.38826,0.675784,0.862108,1.83991,74.49924906492234,41
0.53245,0.851208,0.97224,1.33363,0.686467,0.870228,1.8506,71.89497316678366,42
0.519685,0.854872,0.973677,1.39051,0.687892,0.865527,1.85992,75.34476349751155,43
0.518016,0.855598,0.974156,1.35671,0.684615,0.869231,1.86996,82.99795186519623,44
0.514306,0.856627,0.974466,1.32625,0.68433,0.864672,1.87854,75.12643119891484,45
0.50657,0.858642,0.974938,1.40258,0.673077,0.85641,1.88393,74.63676213026046,46
0.508513,0.859198,0.975185,1.36043,0.687607,0.865954,1.89416,66.93804184993108,47
0.501572,0.860706,0.975234,1.41181,0.673647,0.854843,1.90059,66.78145713408789,48
0.50052,0.860579,0.975502,1.40149,0.673504,0.859402,1.90925,66.64665298461914,49
0.498567,0.860748,0.976023,1.38059,0.685043,0.870085,1.91773,68.48458178043366,50
0.493162,0.862735,0.976594,1.36076,0.680057,0.868946,1.91988,71.60882998307547,51
0.50067,0.860234,0.975896,1.36367,0.67963,0.867664,1.92767,75.33678390185038,52
0.485384,0.865272,0.976629,1.36646,0.687322,0.870513,1.93273,74.29892483154933,53
0.484462,0.865258,0.977228,1.47308,0.659829,0.853704,1.93415,75.65649258295694,54
