5.97606,2.47374,0.0328549,379.43647986650467,0
4.0878,1.25722,0.17942,357.35151605208716,1
3.31938,1.28572,0.288216,352.0414267341296,2
2.97605,1.46333,0.345891,350.2061136166255,3
2.78765,1.61802,0.378612,414.1449503183365,4
2.6704,1.72791,0.400756,410.7898329655329,5
2.59731,1.8079,0.41423,403.86668800115586,6
2.54435,1.86309,0.424281,408.71657303571703,7
2.50229,1.90777,0.432373,381.51829915046693,0
2.47145,1.93673,0.438257,347.52467125256857,1
2.44905,1.95965,0.442706,345.93750125169754,2
2.42912,1.9777,0.446922,356.18430756727855,3
2.40881,1.99241,0.450048,349.2726648847262,4
2.39528,2.00553,0.452816,350.55246735016505,5
2.38031,2.01537,0.455755,352.6754954020182,6
2.36958,2.02298,0.457097,350.8664845188459,7
2.35909,2.03117,0.459879,343.6992548028628,8
2.3524,2.03861,0.461185,336.21048984924954,9
2.342,2.04335,0.463022,356.7702941338221,10
2.33582,2.05132,0.464191,369.4290616989136,11
2.33069,2.05375,0.465362,381.8696969350179,12
2.3243,2.05422,0.466272,373.13385656674706,13
2.3185,2.05741,0.466933,373.0446023821831,14
2.31132,2.06055,0.469325,342.30822699864706,15
2.30873,2.06652,0.469568,351.4401944001516,16
2.3024,2.06792,0.471247,359.29138691822686,17
2.2994,2.07342,0.471172,351.7036910176277,18
2.29263,2.07771,0.472481,260.87181266546247,29
2.28807,2.07909,0.472929,282.21738468408586,30
2.28918,2.08259,0.473074,287.6225070158641,31
2.2853,2.08192,0.474296,291.9119312961896,32
2.2828,2.08331,0.474808,287.43373421827954,33
2.27929,2.08338,0.475334,271.1906836827596,34
2.27589,2.08643,0.475815,284.29485431909563,35
2.27603,2.08801,0.475854,293.45220361948014,36
2.2714,2.08783,0.477213,323.5434796015422,37
2.27204,2.09137,0.47672,315.79204998413724,38
2.27154,2.08919,0.476933,314.7049156665802,39
2.26839,2.09126,0.476755,304.59516245126724,40
2.26486,2.09302,0.478004,306.3331919829051,42
2.26091,2.09503,0.478587,344.0425392985344,43
2.26267,2.09557,0.47886,326.80044507980347,44
2.25809,2.0974,0.479136,322.4285888314247,45
2.25885,2.09771,0.479623,316.5088734984398,46
2.25816,2.0999,0.479664,319.1701500336329,47
2.25655,2.09913,0.479724,313.8785253326098,48
2.25535,2.09908,0.48002,317.2476083993912,49
2.25669,2.10035,0.479657,320.68104629913967,50
1.57691,1.97191,0.615443,298.7596232175827,51
1.41622,1.75294,0.649629,308.50511833429334,52
1.34378,1.57127,0.664668,312.3035060326258,53
1.29626,1.42154,0.675201,323.8285185654958,54
