2.29603,0.337543,0.687071,1.8757,0.450809,0.792958,3.73941,62.87282461722692,1
1.78949,0.467053,0.814002,1.57709,0.534325,0.849244,3.67435,54.29185878435771,2
1.51214,0.544359,0.867112,1.32486,0.609233,0.888002,3.60517,59.610893630981444,3
1.33998,0.598627,0.892042,1.25158,0.630099,0.900835,3.53688,61.981414000193276,4
1.21821,0.634567,0.909599,1.14617,0.662076,0.91518,3.4698,59.79251633087794,5
1.12774,0.662098,0.920377,1.05498,0.690245,0.928273,3.40404,57.53348075151443,6
1.05578,0.683945,0.929698,0.980985,0.710903,0.936098,3.33958,62.13741885026296,7
0.996243,0.702022,0.935779,0.952107,0.720188,0.939802,3.27635,59.48188758293788,8
0.94512,0.717493,0.941307,0.919917,0.731038,0.943088,3.21436,58.05160510142644,9
0.901555,0.730507,0.946434,0.891333,0.737246,0.945018,3.1536,64.78325004975001,10
0.859969,0.742943,0.950633,0.859259,0.747731,0.947835,3.09398,64.9680899143219,11
0.826309,0.7537,0.953496,0.846725,0.749817,0.949661,3.0355,62.54145511786143,12
0.796943,0.761996,0.956955,0.83123,0.757329,0.951174,2.97824,66.95423358281454,13
0.765267,0.770833,0.959379,0.817022,0.761502,0.953104,2.92207,59.09462661743164,14
0.742355,0.7784,0.961326,0.760045,0.775326,0.95879,2.86706,59.006396718819936,15
0.719969,0.784706,0.963717,0.764224,0.775587,0.956599,2.81318,58.70002248287201,16
0.696564,0.792557,0.965144,0.768938,0.773239,0.95999,2.76033,59.113321630160016,17
0.677121,0.796026,0.967407,0.730811,0.78868,0.961711,2.70865,60.30634863376618,18
0.657418,0.803062,0.968871,0.753658,0.780177,0.959833,2.65799,59.807776916027066,19
0.64185,0.807658,0.969954,0.73053,0.787898,0.96025,2.60835,63.83296390374502,20
0.546965,0.837066,0.976904,0.671855,0.806573,0.966823,2.58132,76.12189498345057,21
0.532598,0.840358,0.978046,0.654146,0.813719,0.966927,2.57629,63.29395916859309,22
0.524315,0.842814,0.978443,0.654785,0.812624,0.96724,2.57125,58.80339475075404,23
0.519915,0.844359,0.978834,0.651565,0.812154,0.969379,2.5662,61.18662904898326,24
0.512139,0.847077,0.978877,0.659203,0.811841,0.969118,2.56117,64.4033953666687,25
0.506272,0.848102,0.979338,0.644754,0.814919,0.967866,2.55614,63.086543933550516,26
0.505788,0.848622,0.97974,0.650407,0.811633,0.96771,2.55112,62.55835688511531,27
0.498796,0.850622,0.980341,0.665163,0.813302,0.966458,2.54611,61.36679553190867,28
