5.14253,0.0145592,0.0635457,4.80805,0.0281169,0.124674,3.82514,41.34013714790344,1
4.60622,0.0442621,0.16864,4.31778,0.0731873,0.243662,3.75727,48.287901401519775,2
4.1873,0.0816817,0.266275,3.90541,0.115806,0.340741,3.68618,56.60760513146718,3
3.81115,0.123622,0.357599,3.61862,0.142775,0.413406,3.61743,56.997898415724435,4
3.55029,0.157824,0.424008,3.38818,0.182055,0.466406,3.55069,63.064777481555936,5
3.34386,0.187098,0.475027,3.25544,0.205425,0.5012,3.4857,61.45333340167999,6
3.16994,0.21376,0.521134,3.04454,0.24048,0.558268,3.42229,60.955269698301954,7
3.02276,0.237881,0.558226,2.9474,0.253417,0.578821,3.36032,61.96846676667531,8
2.90727,0.258054,0.586486,2.82249,0.270892,0.609546,3.29966,60.960750699043274,9
2.80095,0.277172,0.611154,2.78901,0.2771,0.615076,3.24031,60.15717131694158,10
2.71364,0.293828,0.631548,2.6996,0.297809,0.63975,3.1822,63.58317905267079,11
2.63122,0.309218,0.651131,2.62394,0.31278,0.652999,3.1253,62.309265466531116,12
2.56058,0.322185,0.66598,2.62309,0.314032,0.654564,3.06957,68.19634243647258,13
2.48833,0.335634,0.681918,2.50152,0.335055,0.68169,3.01504,58.827972515424094,14
2.43723,0.347399,0.692085,2.49618,0.329369,0.682994,2.96164,63.15923825105031,15
2.38194,0.357079,0.704858,2.43736,0.347835,0.694888,2.90943,59.03776338497798,16
2.33431,0.367112,0.715782,2.4654,0.336672,0.690454,2.85839,60.087022848924,17
2.28567,0.377043,0.724973,2.38382,0.359103,0.705529,2.80842,56.62046454747518,18
2.24787,0.385586,0.73299,2.36626,0.362285,0.709181,2.75955,60.637744748592375,19
2.20757,0.394691,0.741098,2.35403,0.365988,0.710955,2.71182,65.80918003320694,20
2.16737,0.401759,0.74933,2.33432,0.367814,0.717893,2.66514,62.97871563434601,21
2.12205,0.411224,0.758317,2.32747,0.373187,0.718049,2.61954,58.07252401510875,22
2.0938,0.41761,0.764023,2.29387,0.383307,0.730725,2.57499,59.70206601619721,23
